nr,x1_izolat_g,x2_pasta_g,x3_syrop_g,x4_quinoa_g,koszt_PLN,bialko_g,tluszcz_g,spelnia_ograniczenia
1909,38.8549,15.8822,26.3724,18.8905,964.5107,41.5847,9.0745,1
1910,35.1419,17.8591,24.8269,22.1721,923.7224,39.1966,10.2599,1
1911,36.58,29.0793,17.4818,16.8589,969.344,42.5521,15.5512,1
1912,26.7031,37.7459,17.262,18.2889,850.8761,36.0298,19.9703,1
1913,24.8097,18.046,32.7121,24.4322,771.0074,30.2607,10.4889,1
1914,26.1004,18.5372,31.0135,24.3488,792.483,31.5335,10.7296,1
1915,20.4402,35.2143,32.7774,11.5681,724.7775,28.8193,18.3012,1
1916,33.5456,35.2402,24.5863,6.6279,913.1813,39.929,18.0178,1
1917,39.1135,28.3521,19.6983,12.8361,994.0003,44.0873,14.9462,1
1918,22.6545,28.2472,27.2369,21.8614,765.5946,30.5115,15.4353,1
1919,11.6656,38.8687,34.4659,14.9999,611.8562,22.3162,20.3343,0
1920,28.2737,35.8778,18.2767,17.5718,866.5299,36.8758,18.9932,1
1921,27.2872,25.3446,30.2928,17.0754,812.8838,33.2852,13.6968,1
1922,39.0603,24.3425,28.2278,8.3694,965.7419,42.4116,12.6734,1
1923,30.3844,30.3721,16.3404,22.903,895.97,38.1454,16.5602,1
1924,34.8877,17.5533,31.7461,15.8129,899.634,38.001,9.7254,1
1925,32.5611,34.1311,22.1121,11.1958,907.7432,39.4052,17.7373,1
1926,23.268,29.6921,33.6488,13.391,754.7501,30.239,15.6495,1
1927,20.6025,30.3362,24.6964,24.3649,748.6103,29.5374,16.63,1
1928,26.8182,17.4034,33.0933,22.685,794.6498,31.6632,10.0628,1
1929,26.3955,38.7218,15.9542,18.9285,851.4422,36.0864,20.4966,0
1930,24.5483,29.0367,33.9783,12.4367,769.4372,31.0938,15.2646,1
1931,19.382,31.4064,26.6064,22.6052,728.1594,28.4601,17.0595,1
1932,15.9687,38.9457,24.403,20.6826,695.8724,27.0038,20.7138,0
1933,17.2044,39.6481,25.8906,17.257,707.2069,27.8119,20.8594,0
1934,19.0521,37.9299,27.254,15.7641,725.3537,28.8363,19.9108,1
1935,38.0413,19.7962,32.6037,9.5588,937.6033,40.5245,10.4716,1
1936,36.4159,27.2221,17.8857,18.4763,965.1523,42.1665,14.7196,1
1937,32.7657,20.2644,28.9134,18.0565,882.9635,37.0832,11.2156,1
1938,15.3844,28.2949,31.856,24.4648,660.8842,24.3447,15.6153,0
1939,13.8968,38.309,34.9596,12.8345,637.9863,23.8813,19.9246,0
1940,19.2206,37.667,24.3214,18.791,736.1265,29.346,19.961,1
1941,30.5095,35.978,15.1538,18.3588,903.8963,39.0233,19.0905,1
1942,30.3283,16.4522,33.8138,19.4057,835.8883,34.1253,9.3904,1
1943,39.8021,28.6338,24.7624,6.8017,987.5556,43.9326,14.725,1
1944,27.593,35.5707,16.7842,20.0521,862.3452,36.5337,18.9885,1
1945,14.3528,38.8345,26.2781,20.5346,669.9933,25.501,20.6493,0
1946,13.2616,39.6054,28.0897,19.0433,651.3042,24.5029,20.9453,0
1947,14.9475,29.3666,32.2925,23.3933,654.6501,24.0695,16.0869,0
1948,30.3761,27.233,23.7042,18.6867,872.2052,36.7629,14.7377,1
1949,26.5624,27.7772,21.1393,24.5211,832.5014,34.2835,15.3599,1
1950,34.8451,30.0667,29.809,5.2792,911.1699,39.6163,15.3501,1
1951,31.5903,38.2228,21.9923,8.1946,898.0129,39.1342,19.6031,1
1952,24.288,20.2324,34.1467,21.3329,761.2758,29.9039,11.3962,1
1953,19.2122,36.4478,24.8904,19.4496,733.7057,29.1259,19.3909,1
1954,15.5255,31.65,30.5241,22.3005,668.3211,25.0075,17.163,1
1955,26.1434,33.7058,26.624,13.5267,813.7735,33.8493,17.6645,1
1956,21.2359,38.8435,23.5021,16.4184,764.3647,31.1218,20.4069,0
1957,33.3959,34.2437,18.2087,14.1516,929.9445,40.5985,17.9709,1
1958,29.9533,22.8072,32.0414,15.1981,839.6956,34.7875,12.3155,1
1959,36.2557,18.7043,34.2159,10.8241,909.9008,38.8216,10.0016,1
1960,36.4672,26.4632,25.2512,11.8184,943.3179,41.0908,13.9407,1
1961,29.1212,16.6669,34.9782,19.2336,817.4141,33.0685,9.4875,1
1962,23.5705,22.1594,29.7003,24.5698,766.6098,30.1931,12.5539,1
1963,26.7364,27.3419,30.2559,15.6658,807.1082,33.0914,14.6109,1
1964,26.3277,37.0388,16.4968,20.1368,848.1252,35.7738,19.7276,1
1965,35.6208,22.6872,18.7768,22.9151,950.2735,40.9387,12.7185,1
1966,33.1297,25.1566,27.4938,14.2198,894.2186,38.0967,13.4315,1
1967,30.3373,33.958,23.0132,12.6915,877.1563,37.5699,17.7405,1
1968,17.8066,30.0455,33.8952,18.2528,685.9191,26.0927,16.1179,1
1969,25.0816,17.7351,33.3862,23.7972,772.2292,30.3388,10.2954,1
1970,29.3925,35.5161,29.8694,5.2221,845.5557,36.0633,18.0714,1
1971,15.4108,37.4784,31.978,15.1329,665.4397,25.3579,19.6472,1
1972,29.7855,22.9468,29.2351,18.0326,846.087,35.0682,12.5554,1
1973,20.6821,30.6743,32.4599,16.1837,726.4842,28.5482,16.3082,1
1974,39.7136,22.9946,16.6113,20.6805,1008.0838,44.3862,12.7381,1
1975,35.204,34.8419,17.3156,12.6385,955.5238,42.1634,18.1793,1
1976,38.4311,20.5008,22.3017,18.7665,973.7336,42.3405,11.3764,1
1977,23.9689,36.0928,20.448,19.4903,806.3139,33.3239,19.2158,1
1978,18.0547,39.8981,27.4109,14.6364,713.4,28.2728,20.8272,0
1979,13.697,35.4715,30.7197,20.1117,646.7889,24.0108,18.9425,0
1980,35.1825,27.7933,23.3672,13.657,933.5762,40.5245,14.716,1
1981,21.8501,34.824,26.1412,17.1847,762.1145,30.7769,18.4431,1
1982,31.6722,25.498,24.3454,18.4844,885.6159,37.4673,13.858,1
1983,14.7136,36.7108,29.3402,19.2355,664.2547,25.1129,19.5095,1
1984,39.8726,27.1239,18.4809,14.5226,1006.5267,44.6995,14.4333,1
1985,16.9785,34.9706,32.7768,15.2741,681.3863,26.1617,18.4018,1
1986,29.4172,20.6164,25.8152,24.1511,850.5783,35.0108,11.7573,1
1987,28.2667,33.8773,19.7851,18.071,860.917,36.4393,18.0229,1
1988,28.3424,30.811,27.4238,13.4228,837.4145,35.0901,16.2109,1
1989,34.1976,22.1008,18.8741,24.8274,931.8982,39.7789,12.54,1
1990,25.7663,37.2002,22.7622,14.2713,822.3919,34.4877,19.4564,1
1991,22.0088,22.0388,31.0047,24.9477,743.1155,28.8103,12.5163,1
1992,24.1493,36.17,18.8815,20.7991,813.3071,33.6888,19.333,1
1993,38.6886,16.352,33.9215,11.0379,940.0187,40.453,8.8383,1
1994,18.8327,29.6557,33.5904,17.9212,699.4654,26.8723,15.9031,1
1995,35.5273,22.0741,22.8715,19.5271,936.5138,40.2269,12.2087,1
1996,27.9691,23.4278,30.9698,17.6333,818.4178,33.4978,12.7719,1
1997,28.4601,30.094,26.0833,15.3626,842.5486,35.2884,15.9688,1
1998,37.3395,28.1248,20.1739,14.3618,970.2847,42.6474,14.9241,1
1999,20.5898,34.4077,34.2589,10.7436,721.7991,28.6368,17.8485,1
2000,35.9535,27.0434,15.513,21.4901,966.4009,42.1276,14.8111,1
2001,26.6765,32.0829,28.6325,12.6081,813.6008,33.7947,16.7979,1
2002,19.1693,34.6972,26.477,19.6565,727.5334,28.6786,18.528,1
2003,29.5243,38.0804,17.64,14.7554,885.1735,38.1577,19.9255,1
2004,22.1069,29.9033,28.0359,19.954,757.1797,30.1655,16.1489,1
2005,34.9461,29.7759,22.6581,12.6199,933.7397,40.6622,15.6452,1
2006,18.2026,36.7403,26.6948,18.3623,715.8179,28.1381,19.4719,1
2007,20.1999,36.907,28.312,14.5811,736.0156,29.448,19.3284,1
2008,26.9794,32.0173,28.9397,12.0636,816.4325,33.9747,16.7325,1
2009,25.0156,34.2147,33.5618,7.2079,779.1173,32.0768,17.5398,1
2010,21.4517,38.2632,30.5264,9.7588,745.6984,30.2385,19.7171,1
2011,19.204,33.6365,24.3283,22.8312,733.8834,28.8891,18.1881,1
2012,35.1256,27.3008,31.4292,6.1444,908.4328,39.2985,14.0191,1
2013,26.8393,26.0391,25.8373,21.2843,820.9987,33.6449,14.2966,1
2014,30.649,29.108,33.4727,6.7703,847.2481,35.8089,14.9602,1
2015,18.385,28.3285,30.3945,22.892,702.7932,26.8335,15.5378,1
2016,12.0952,36.1579,29.5128,22.2341,630.7305,23.0379,19.413,0
2017,30.4244,26.2117,29.4178,13.9461,855.1574,35.8873,13.9426,1
2018,23.6444,21.2838,33.3809,21.6908,756.0542,29.6376,11.9434,1
2019,26.5521,17.7806,34.9093,20.758,786.0637,31.2482,10.1358,1
2020,39.5151,24.5607,15.0139,20.9103,1011.1776,44.6312,13.535,1
2021,30.355,35.8447,28.0563,5.744,863.1915,37.0849,18.267,1
2022,15.9429,35.6054,33.0845,15.3672,667.8354,25.4014,18.7247,1
2023,30.4498,22.7267,21.8611,24.9624,876.4027,36.5812,12.8611,1
2024,20.7796,35.2038,22.1027,21.9139,761.0394,30.5706,18.9167,1
2025,28.7396,30.2866,29.3239,11.6499,836.4172,35.0683,15.8423,1
2026,11.789,36.7761,30.6685,20.7665,623.7445,22.7114,19.634,0
2027,25.6632,27.3115,30.6741,16.3511,792.4239,32.214,14.6368,1
2028,15.2927,39.8394,28.9755,15.8924,674.1522,25.9482,20.8733,0
2029,11.4886,39.9034,31.7631,16.8449,618.2698,22.6739,20.9624,0
2030,28.5015,36.0689,18.5777,16.852,868.5696,37.0278,19.0456,1
2031,30.6687,29.1793,21.7339,18.4181,882.7474,37.4752,15.6947,1
2032,25.357,27.0983,27.2261,20.3186,798.8333,32.4405,14.7683,1
2033,24.1209,34.2257,17.4199,24.2335,816.3646,33.6579,18.5668,1
2034,36.4924,18.2588,26.583,18.6658,935.5352,40.0211,10.2494,1
2035,37.8203,22.1368,17.4017,22.6413,981.6169,42.7422,12.4269,1
2036,24.666,39.5885,16.8407,18.9047,827.5973,34.7432,20.9285,0
2037,16.9609,32.678,31.5123,18.8488,683.8133,26.0731,17.4699,1
2038,18.3748,25.9658,31.439,24.2204,698.3509,26.4196,14.4361,1
2039,32.5858,25.9159,22.2553,19.243,903.5145,38.5002,14.1125,1
2040,16.4131,39.9103,31.1774,12.4992,681.5864,26.4992,20.7051,0
2041,36.914,26.1628,20.3395,16.5837,963.4884,42.085,14.0764,1
2042,39.4277,29.1371,15.12,16.3152,1012.0551,45.0533,15.5475,1
2043,21.4351,33.9334,22.2019,22.4295,768.2997,30.9151,18.3125,1
2044,34.0659,23.3987,29.187,13.3484,899.9614,38.3777,12.5003,1
2045,22.9253,36.2919,22.5802,18.2025,786.9715,32.2541,19.2381,1
2046,30.2019,32.0367,15.0155,22.7459,898.496,38.3753,17.3831,1
2047,37.6424,24.4726,19.047,18.838,975.6249,42.6336,13.3666,1
2048,22.4009,25.5854,29.4766,22.537,754.3742,29.7124,14.1449,1
2049,28.8278,22.2355,34.4666,14.4701,818.0656,33.5297,11.986,1
2050,28.4717,28.3392,22.8222,20.3669,851.5993,35.5607,15.3916,1
2051,28.4476,31.7984,28.0918,11.6621,837.2191,35.1852,16.5989,1
2052,29.434,17.9545,30.578,22.0335,835.1677,34.0639,10.2993,1
2053,29.1861,24.3998,22.261,24.1532,860.2431,35.7489,13.6491,1
2054,13.1954,31.3125,34.0926,21.3995,628.3202,22.6999,16.9402,0
2055,25.0176,35.1776,32.3191,7.4857,783.3518,32.3583,18.0379,1
2056,25.5926,28.8312,26.5053,19.0709,804.8075,32.9111,15.5599,1
2057,30.7855,27.0786,26.2305,15.9055,869.6663,36.7033,14.4936,1
2058,23.8527,29.538,23.8246,22.7847,791.4538,32.0418,16.1361,1
2059,37.323,20.3556,29.527,12.7943,938.1343,40.4708,10.9455,1
2060,38.7598,16.1594,23.1956,21.8852,972.9908,41.9876,9.3928,1
2061,29.095,31.528,15.935,23.442,881.6461,37.3494,17.1705,1
2062,36.5628,22.5637,21.8114,19.0621,952.8825,41.2161,12.4256,1
2063,29.4254,27.1455,28.4945,14.9346,845.9066,35.3601,14.4688,1
2064,14.7604,28.5569,32.0343,24.6484,652.6808,23.8744,15.7573,0
2065,32.2796,20.511,29.7171,17.4923,874.5992,36.6283,11.305,1
2066,35.0812,17.9723,34.4921,12.4543,894.0253,37.8098,9.7334,1
2067,31.4271,18.6259,31.9152,18.0318,856.4057,35.4653,10.3949,1
2068,32.7811,22.2814,27.7952,17.1424,887.5184,37.4732,12.1692,1
2069,39.3146,31.4602,20.9043,8.3209,994.4493,44.4131,16.2293,1
2070,27.0471,33.2707,30.9465,8.7358,811.8841,33.883,17.1595,1
2071,31.9861,21.365,27.195,19.4539,878.924,36.8523,11.8497,1
2072,23.0403,30.3713,24.8147,21.7736,778.7457,31.3774,16.4921,1
2073,24.5644,27.2928,26.1483,21.9945,792.2569,32.0104,14.9661,1
2074,33.6523,36.5024,17.287,12.5583,937.0445,41.1709,19.0047,1
2075,34.7392,38.3647,17.8788,9.0172,949.7865,42.1189,19.7234,1
2076,19.6816,36.294,20.7216,23.3028,752.0018,30.0493,19.5451,1
2077,26.6658,26.2391,25.136,21.9591,821.0337,33.6332,14.4371,1
2078,32.3127,23.0989,25.0793,19.5091,890.2198,37.5874,12.72,1
2079,36.2524,27.2659,21.8117,14.67,951.3527,41.4974,14.5131,1
2080,30.6836,38.5232,23.2899,7.5033,882.9374,38.2965,19.7118,1
2081,29.9721,31.6047,29.8629,8.5603,850.865,36.0745,16.316,1
2082,23.674,27.5908,30.387,18.3482,768.5596,30.7731,14.8963,1
2083,13.0951,33.0293,33.8161,20.0595,628.7548,22.8512,17.7182,0
2084,38.587,27.4284,19.8462,14.1384,986.5134,43.5648,14.5625,1
2085,39.1751,22.242,30.6644,7.9184,958.8169,41.9267,11.5961,1
2086,39.3727,34.5192,21.0817,5.0265,996.173,44.7689,17.5612,1
2087,12.0031,37.4705,30.4204,20.1059,627.5129,22.9853,19.9416,0
2088,27.1631,31.1425,25.3278,16.3667,829.1264,34.5237,16.5532,1
2089,36.7494,27.8074,23.769,11.6742,951.9645,41.6607,14.6042,1
2090,33.9204,30.7519,26.3536,8.9741,910.3198,39.4727,15.9144,1
2091,24.7212,23.6774,33.0189,18.5825,771.7974,30.77,12.9537,1
2092,22.2797,30.6259,25.0836,22.0107,768.5583,30.7897,16.6336,1
2093,17.7091,35.1955,28.4576,18.6379,703.5883,27.3463,18.716,1
2094,21.6579,26.6637,34.9519,16.7266,729.1995,28.4997,14.3355,1
2095,28.4727,37.8015,17.308,16.4178,872.8859,37.3743,19.8858,1
2096,35.0804,19.3021,22.2037,23.4138,931.5455,39.6759,11.0559,1
2097,36.3145,25.9355,29.6202,8.1297,928.0387,40.3051,13.4555,1
2098,29.549,16.7399,31.3941,22.3169,833.5507,33.9035,9.709,1
2099,19.4088,32.2631,30.3556,17.9725,717.675,28.0499,17.2099,1
2100,19.2948,38.0977,20.9898,21.6176,747.2644,29.9162,20.3459,0
2101,23.0364,37.4923,33.1482,6.3231,757.2569,30.9911,19.1255,1
2102,24.2736,20.7874,33.0996,21.8394,764.5147,30.1006,11.7041,1
2103,30.7378,15.4687,32.7124,21.0811,843.8201,34.4826,8.9992,1
2104,34.7907,38.0887,15.2995,11.8211,958.0292,42.4887,19.7536,1
2105,19.3308,30.3057,32.7229,17.6406,708.6189,27.4438,16.2113,1
2106,22.9956,31.5642,26.4822,18.9579,773.7806,31.2412,16.9196,1
2107,32.4287,38.0597,23.8448,5.6668,902.8538,39.4941,19.3699,1
2108,28.5518,33.9992,19.182,18.267,866.3507,36.7538,18.0956,1
2109,28.8613,19.2991,34.5556,17.284,816.7486,33.2197,10.6866,1
2110,37.4404,17.3467,33.9635,11.2495,924.7874,39.6079,9.3483,1
2111,22.8578,36.6279,16.8684,23.6459,803.4316,33.0394,19.7327,1
2112,14.8041,39.6376,22.9322,22.6261,686.0731,26.4007,21.1764,0
2113,37.104,32.0061,15.7521,15.1378,982.5472,43.5144,16.9113,1
2114,29.6431,32.757,25.7016,11.8984,859.8128,36.5338,17.0924,1
2115,28.1957,34.212,16.3869,21.2054,870.3918,36.8979,18.3783,1
2116,10.6747,37.5335,31.5711,20.2207,607.4879,21.8215,19.98,0
2117,27.9752,26.3158,21.8095,23.8994,847.4195,35.1026,14.5919,1
2118,24.6826,28.0978,33.0027,14.2169,773.5737,31.2292,14.9019,1
2119,38.7993,29.4972,17.9636,13.7399,995.8493,44.2173,15.573,1
2120,20.0432,32.9116,23.9823,23.0629,745.0491,29.4956,17.8396,1
2121,39.8886,29.9717,22.846,7.2937,995.0554,44.4138,15.4235,1
2122,23.3751,36.297,29.87,10.4579,770.7272,31.5759,18.776,1
2123,28.3178,31.2988,33.4675,6.9159,819.2193,34.2789,16.0644,1
2124,25.7937,32.9529,32.4147,8.8387,791.653,32.6899,17.0068,1
2125,24.1768,31.6787,29.0857,15.0587,780.7923,31.787,16.7429,1
2126,25.3701,31.629,31.94,11.0609,787.1203,32.2888,16.4782,1
2127,21.9176,34.4161,25.6702,17.9961,764.1674,30.8493,18.2878,1
2128,30.3805,38.0424,16.1037,15.4735,900.4658,39.0193,19.9496,1
2129,13.4413,39.9216,33.1727,13.4644,638.4585,23.9626,20.7687,0
2130,36.0963,21.5944,19.5637,22.7456,953.3098,41.0697,12.1619,1
2131,18.7105,34.453,25.4022,21.4343,724.9008,28.4535,18.5126,1
2132,35.4163,30.6416,16.7218,17.2203,957.8593,41.9459,16.354,1
2133,31.2293,27.578,20.4463,20.7464,892.8158,37.9053,15.0338,1
2134,26.7611,29.0875,19.6219,24.5295,840.1915,34.791,16.0155,1
2135,28.0445,33.5316,33.2713,5.1527,817.5083,34.3443,17.0749,1
2136,22.5855,37.5798,16.7321,23.1026,800.9122,32.9563,20.1761,0
2137,34.0549,28.0797,25.6776,12.1879,912.6929,39.3756,14.7711,1
2138,35.7417,19.5442,25.2067,19.5075,930.923,39.7846,10.9425,1
2139,15.6045,34.8594,25.0838,24.4523,687.2344,26.1822,18.8968,1
2140,26.9199,26.6048,31.6448,14.8305,804.8666,32.9554,14.1922,1
2141,22.7397,24.725,34.9494,17.5858,741.7609,29.109,13.4177,1
2142,33.0324,33.0015,16.6379,17.3282,929.4922,40.4055,17.5404,1
2143,23.7612,30.3874,31.9846,13.8668,766.2547,30.9233,16.0257,1
2144,24.8186,27.5672,30.1871,17.4272,783.4548,31.6683,14.8292,1
2145,18.5439,38.6425,32.5518,10.2618,703.4644,27.7868,19.937,1
2146,31.9453,25.9557,19.9122,22.1869,902.5576,38.3459,14.309,1
2147,36.9856,26.3898,25.9086,10.716,947.7889,41.3847,13.8379,1
2148,20.5757,36.3636,19.0124,24.0484,768.3411,30.9758,19.6247,1
2149,36.3819,36.6255,15.0585,11.9341,977.9112,43.5709,19.0288,1
2150,30.9768,16.2882,28.6586,24.0764,859.3783,35.3219,9.5887,1
2151,24.1467,36.8444,33.6923,5.3167,769.1786,31.6874,18.7412,1
2152,25.433,21.0702,29.5127,23.9841,789.9097,31.515,11.9741,1
2153,20.9639,30.8351,33.0378,15.1632,728.3525,28.6991,16.3274,1
2154,15.1737,37.8386,33.1805,13.8072,659.0494,25.049,19.7477,1
2155,30.4775,31.6083,31.436,6.4783,852.4648,36.2388,16.1928,1
2156,29.9192,32.8614,29.6285,7.5909,851.5353,36.2054,16.8862,1
2157,21.6599,26.3293,28.7494,23.2614,747.6658,29.3329,14.5603,1
2158,34.8816,24.1484,18.1373,22.8328,943.6822,40.6271,13.4441,1
2159,32.7726,34.638,17.7954,14.7939,923.5907,40.226,18.2066,1
2160,39.66,37.7536,17.2435,5.3429,1012.8958,45.8804,19.1974,1
2161,30.7957,37.0702,16.0451,16.089,905.346,39.2361,19.5004,1
2162,33.3504,18.0053,29.8192,18.8252,886.4246,37.1522,10.1322,1
2163,14.4752,30.5951,30.0705,24.8592,656.0254,24.1567,16.7891,0
2164,26.7354,30.2271,34.2943,8.7432,796.4235,32.8427,15.6381,1
2165,12.8924,32.4722,30.3857,24.2497,636.2335,23.1161,17.6911,0
2166,22.3432,37.1613,22.3593,18.1362,780.7925,31.9383,19.6688,1
2167,26.4442,20.878,30.1199,22.5579,800.6315,32.1774,11.7925,1
2168,12.0972,37.4199,33.6819,16.801,618.8794,22.5946,19.718,0
2169,30.2703,34.7625,25.3828,9.5845,869.6111,37.2757,17.9563,1
2170,25.5594,27.2552,28.6764,18.509,797.0909,32.4085,14.7382,1
2171,30.9762,26.8275,21.686,20.5102,885.5586,37.4569,14.6444,1
2172,23.4107,28.4109,23.2805,24.8978,786.9974,31.6581,15.6993,1
2173,29.3837,34.6586,20.7698,15.1879,872.3155,37.2362,18.2406,1
2174,20.9381,37.5058,20.8168,20.7393,768.0292,31.1243,19.9973,1
2175,14.4765,26.9142,34.1082,24.5011,642.0887,23.1876,14.9272,0
2176,39.7609,22.1328,31.7272,6.3792,962.8954,42.211,11.4491,1
2177,35.7008,25.0605,22.3324,16.9063,941.7934,40.7627,13.5446,1
2178,25.3357,38.1718,20.6089,15.8836,823.9552,34.5688,20.0389,0
2179,24.6048,34.5631,22.1064,18.7257,808.5217,33.4067,18.4051,1
2180,32.8376,29.9843,19.3163,17.8619,917.513,39.5505,16.0638,1
2181,22.2245,36.0592,27.0464,14.6699,764.6964,31.0706,18.9098,1
2182,29.7809,21.6668,26.2307,22.3215,854.403,35.3446,12.1727,1
2183,10.6226,38.0851,30.7732,20.5192,609.506,21.9543,20.2737,0
2184,35.6261,15.6971,34.1387,14.5381,900.7591,38.0231,8.7208,1
2185,25.2937,30.6248,34.1676,9.9139,778.9814,31.8085,15.9072,1
2186,39.491,18.208,32.6488,9.6522,954.7949,41.4452,9.6831,1
2187,38.7698,25.7049,30.4089,5.1164,956.2481,42.0353,13.1594,1
2188,29.6479,28.1536,19.3504,22.8481,876.6245,36.9203,15.4477,1
2189,23.3365,23.1891,30.2914,23.1831,762.4261,30.0457,12.9855,1
2190,18.4381,35.1013,29.2116,17.249,710.3916,27.7844,18.5856,1
2191,23.1991,26.6103,27.3207,22.8699,771.3318,30.7336,14.6774,1
2192,31.8916,39.368,15.4148,13.3256,922.084,40.41,20.4835,0
2193,38.4841,24.418,16.6486,20.4492,993.3139,43.6031,13.436,1
2194,17.2114,27.8942,34.9142,19.9802,674.3473,25.2611,15.1459,1
2195,32.3822,27.3222,17.5069,22.7887,915.9179,39.1649,15.0284,1
2196,32.4704,23.1908,34.9834,9.3555,862.5248,36.3308,12.1567,1
2197,28.9399,32.6551,28.3342,10.0708,843.0739,35.6196,16.9318,1
2198,25.6459,35.8173,22.0645,16.4723,822.289,34.3418,18.897,1
2199,25.7053,17.8934,31.4187,24.9826,786.0066,31.1057,10.4457,1
2200,22.7104,37.6987,28.9074,10.6835,766.0076,31.3598,19.4904,1
2201,31.4025,39.6356,22.4293,6.5326,895.0615,39.0857,20.2098,0
2202,35.077,27.3569,30.1101,7.4559,911.8112,39.4524,14.1258,1
2203,38.1622,33.6613,16.9569,11.2196,992.9879,44.3321,17.5038,1
2204,24.6213,28.1472,28.9437,18.2878,785.0087,31.7563,15.1709,1
2205,30.7107,29.2513,20.0969,19.941,888.2187,37.7442,15.8221,1
2206,23.5955,39.0743,17.6071,19.7231,811.6594,33.7657,20.7206,0
2207,33.5004,20.9085,32.4755,13.1156,881.7831,37.2137,11.2412,1
2208,29.7132,26.3624,34.1635,9.7608,832.1056,34.699,13.7669,1
2209,14.0196,33.235,30.8693,21.8761,649.2545,23.989,17.9301,0
2210,28.3834,26.9288,34.8345,9.8533,813.7537,33.6567,14.0556,1
2211,30.1233,35.5208,27.8184,6.5375,860.8463,36.9064,18.1527,1
2212,34.7643,18.6017,25.913,20.721,916.1161,38.8393,10.5441,1
2213,20.8236,24.0674,30.3356,24.7733,731.3224,28.2264,13.5201,1
2214,34.5908,22.0564,30.0929,13.2598,903.1347,38.5022,11.8238,1
2215,32.2378,36.1465,23.8635,7.7521,899.4556,39.136,18.5384,1
2216,36.1798,23.6102,22.8203,17.3897,945.5922,40.899,12.8485,1
2217,32.7573,23.7176,30.2458,13.2792,880.588,37.2701,12.6556,1
2218,38.8676,21.5954,33.905,5.632,944.9276,41.1682,11.1356,1
2219,27.3844,27.5579,21.6537,23.404,841.1222,34.812,15.1832,1
2220,19.557,31.4203,28.8243,20.1984,723.6994,28.2841,16.9221,1
2221,39.7167,24.2995,18.115,17.8688,1004.2636,44.3215,13.2219,1
2222,22.7258,36.7661,28.5657,11.9424,766.7587,31.3167,19.0996,1
2223,24.2165,37.6783,32.314,5.7912,774.6038,32.0252,19.1866,1
2224,39.1566,18.6621,17.7492,24.4321,995.5407,43.3269,10.797,1
2225,38.3867,26.6772,18.2688,16.6672,988.3664,43.5508,14.3386,1
2226,25.0643,38.8099,29.1614,6.9643,795.2251,33.2354,19.8228,1
2227,26.5501,24.1658,27.1267,22.1574,812.5796,33.0386,13.4124,1
2228,27.646,35.5294,27.5379,9.2867,830.726,35.0639,18.3219,1
2229,14.3958,33.2626,31.2046,21.1371,652.9648,24.231,17.8995,0
2230,32.9082,33.4919,20.2164,13.3835,917.4499,39.8641,17.549,1
2231,36.0773,15.9152,31.168,16.8396,915.4193,38.8059,8.968,1
2232,32.1281,35.6328,22.2803,9.9588,902.5771,39.2177,18.4139,1
2233,24.5735,28.3623,24.5962,22.4679,797.5618,32.3523,15.5292,1
2234,14.7035,31.5437,33.3905,20.3624,649.3936,23.9698,16.9936,0
2235,36.1562,23.1312,28.6346,12.0779,927.6144,40.0143,12.2903,1
2236,10.5119,39.0474,33.4716,16.9692,600.5074,21.5982,20.5418,0
2237,15.5664,35.015,32.9913,16.4273,663.1141,25.0634,18.4931,1
2238,27.1401,31.4939,27.6703,13.6957,821.9866,34.2169,16.5687,1
2239,31.9619,28.0788,27.1926,12.7667,881.9847,37.5727,14.8054,1
2240,16.6205,36.352,22.886,24.1415,707.2742,27.4263,19.6245,1
2241,17.1467,37.5354,30.0621,15.2557,692.9156,26.9517,19.683,1
2242,31.0272,33.0848,19.5043,16.3836,895.8697,38.4894,17.5254,1
2243,23.7303,31.7073,31.4907,13.0716,768.0107,31.1142,16.638,1
2244,21.176,37.2281,21.1504,20.4455,769.8634,31.2278,19.8408,1
2245,26.8375,24.2727,32.6962,16.1936,799.5164,32.489,13.108,1
2246,22.6767,37.2391,19.5229,20.5613,793.5097,32.5974,19.8532,1
2247,28.5121,33.3479,22.1127,16.0273,856.7371,36.2417,17.6356,1
2248,39.0934,20.2023,17.0141,23.6902,997.7262,43.5513,11.5225,1
2249,31.6873,34.9645,24.1058,9.2424,891.2561,38.5536,18.0368,1
2250,27.9885,31.5311,30.9913,9.4891,822.6472,34.4009,16.3349,1
2251,35.0038,36.0534,19.4556,9.4872,947.208,41.845,18.5959,1
2252,27.3409,34.9444,17.5329,20.1817,856.6348,36.1684,18.6831,1
2253,31.2866,36.2377,17.5147,14.9611,906.6572,39.3119,19.0165,1
2254,34.6254,20.3136,25.0435,20.0175,917.8437,39.0437,11.3578,1
2255,27.4587,15.0057,34.9771,22.5586,795.8052,31.6224,8.8563,1
2256,35.7078,15.4539,33.4596,15.3787,903.6952,38.1535,8.6497,1
2257,19.9503,36.6607,27.9225,15.4666,733.9415,29.2857,19.2583,1
2258,25.2306,34.2395,31.7594,8.7704,787.2239,32.4953,17.646,1
2259,29.9581,17.895,34.6714,17.4755,829.4091,33.8826,9.996,1
2260,25.7273,32.6812,33.7669,7.8246,786.6315,32.4203,16.8101,1
2261,36.1882,24.4011,18.896,20.5146,957.8649,41.5417,13.4314,1
